"year","firstname","rank","genderindex"
"1921","Leslie",4,0.06
"1921","Meredith",94,0.47
"1921","Lavon",50,0.71
"1921","Donnie",83,0.71
"1921","Gerry",56,0.77
"1921","Sidney",84,0.03
"1921","Lynn",46,0.13
"1921","Gale",67,0.15
"1921","Dee",65,0.23
"1921","Clair",24,0.09
"1921","Rosario",63,0.21
"1921","Allison",37,0.32
"1921","Aubrey",1,0.05
"1921","Lacy",18,0.19
"1921","Tracy",40,0.27
"1921","Jan",30,0.55
"1921","Sydney",8,0.11
"1921","Hollie",48,0.36
"1921","Stacy",27,0.34
"1921","Avery",91,0.12
"1921","Carlie",64,0.42
"1921","Charley",29,0.03
"1921","Courtney",41,0.27
"1921","Kelly",10,0.09
"1921","Robin",85,0.26
"1921","Lesley",14,0.24
"1921","Ivey",81,0.25
"1921","Jodie",70,0.22
"1921","Arlyn",61,0.47
"1921","Shelby",2,0.07
"1921","Leigh",25,0.23
"1921","Michele",75,0.26
"1921","Carman",73,0.29
"1921","Lacey",62,0.21
"1921","Shelley",52,0.22
"1921","Corliss",82,0.33
"1921","Marlowe",80,0.29
"1921","Shannon",47,0.16
"1921","Berlin",28,0.09
"1921","Lindsay",13,0.1
"1922","Jean",68,0.97
"1922","Beverly",44,0.93
"1922","Frankie",89,0.78
"1922","Lou",79,0.89
"1922","Robbie",71,0.92
"1922","Alpha",72,0.79
"1922","Lavon",50,0.86
"1922","Artie",86,0.7
"1922","Leslie",4,0.07
"1922","Donnie",83,0.62
"1922","Meredith",94,0.47
"1922","Lynn",46,0.15
"1922","Gerry",56,0.73
"1922","Sidney",84,0.03
"1922","Rosario",63,0.23
"1922","Dee",65,0.21
"1922","Clair",24,0.09
"1922","Robin",85,0.45
"1922","Sydney",8,0.14
"1922","Jan",30,0.54
"1922","Gale",67,0.12
"1922","Lacy",18,0.16
"1922","Aubrey",1,0.04
"1922","Corliss",82,0.68
"1922","Hollie",48,0.34
"1922","Tracy",40,0.19
"1922","Allison",37,0.22
"1922","Ivey",81,0.3
"1922","Avery",91,0.09
"1922","Courtney",41,0.22
"1922","Shannon",47,0.32
"1922","Jodie",70,0.19
"1922","Kelly",10,0.08
"1922","Arlyn",61,0.41
"1922","Carlie",64,0.27
"1922","Sandy",15,0.12
"1922","Shelby",2,0.07
"1922","Charley",29,0.02
"1922","Leigh",25,0.22
"1922","Michele",75,0.32
"1922","Shelley",52,0.17
"1922","Deon",77,0.56
"1922","Lacey",62,0.28
"1922","Stacy",27,0.11
"1922","Berlin",28,0.12
"1922","Carman",73,0.22
"1922","Emery",45,0.02
"1922","Jacque",97,0.21
"1922","Lesley",14,0.09
"1922","Shelly",38,0.24
"1922","Hillary",69,0.2
"1923","Jean",68,0.97
"1923","Beverly",44,0.94
"1923","Frankie",89,0.76
"1923","Lou",79,0.9
"1923","Robbie",71,0.91
"1923","Alpha",72,0.85
"1923","Leslie",4,0.08
"1923","Artie",86,0.7
"1923","Lavon",50,0.77
"1923","Donnie",83,0.65
"1923","Meredith",94,0.51
"1923","Lynn",46,0.14
"1923","Gerry",56,0.88
"1923","Sidney",84,0.04
"1923","Clair",24,0.11
"1923","Sydney",8,0.23
"1923","Dee",65,0.2
"1923","Gale",67,0.11
"1923","Lacy",18,0.22
"1923","Corliss",82,0.6
"1923","Aubrey",1,0.05
"1923","Robin",85,0.38
"1923","Allison",37,0.27
"1923","Rosario",63,0.13
"1923","Stacy",27,0.27
"1923","Carman",73,0.31
"1923","Avery",91,0.1
"1923","Tracy",40,0.17
"1923","Jan",30,0.36
"1923","Jodie",70,0.22
"1923","Carlie",64,0.35
"1923","Leigh",25,0.21
"1923","Michele",75,0.36
"1923","Sandy",15,0.13
"1923","Charley",29,0.02
"1923","Ivey",81,0.29
"1923","Jacque",97,0.32
"1923","Shannon",47,0.2
"1923","Hollie",48,0.32
"1923","Kelly",10,0.08
"1923","Arlyn",61,0.37
"1923","Christy",34,0.27
"1923","Courtney",41,0.14
"1923","Lesley",14,0.15
"1923","Berlin",28,0.18
"1923","Shelly",38,0.2
"1923","Emery",45,0.02
"1923","Marlowe",80,0.3
"1923","Shelby",2,0.05
"1923","Shelley",52,0.28
"1923","Hilary",9,0.1
"1923","Paris",21,0.08
"1923","Aubry",55,0.14
"1923","Lindy",16,0.47
"1923","Sherrill",93,0.19
"1924","Jean",68,0.97
"1924","Beverly",44,0.95
"1924","Frankie",89,0.77
"1924","Lou",79,0.9
"1924","Robbie",71,0.92
"1924","Lavon",50,0.82
"1924","Artie",86,0.7
"1924","Alpha",72,0.81
"1924","Leslie",4,0.07
"1924","Donnie",83,0.66
"1924","Meredith",94,0.49
"1924","Gerry",56,0.78
"1924","Lynn",46,0.15
"1924","Sidney",84,0.03
"1924","Dee",65,0.27
"1924","Rosario",63,0.24
"1924","Aubrey",1,0.06
"1924","Sydney",8,0.19
"1924","Jan",30,0.67
"1924","Corliss",82,0.6
"1924","Robin",85,0.39
"1924","Gale",67,0.09
"1924","Arlyn",61,0.45
"1924","Clair",24,0.06
"1924","Ivey",81,0.46
"1924","Lacy",18,0.13
"1924","Allison",37,0.19
"1924","Carlie",64,0.39
"1924","Jodie",70,0.3
"1924","Charley",29,0.03
"1924","Courtney",41,0.22
"1924","Hollie",48,0.34
"1924","Jacque",97,0.34
"1924","Leigh",25,0.22
"1924","Tracy",40,0.16
"1924","Avery",91,0.08
"1924","Michele",75,0.36
"1924","Stacy",27,0.18
"1924","Kelly",10,0.07
"1924","Sandy",15,0.11
"1924","Shannon",47,0.32
"1924","Paris",21,0.18
"1924","Shelly",38,0.2
"1924","Christy",34,0.16
"1924","Deon",77,0.55
"1924","Blair",58,0.08
"1924","Carman",73,0.21
"1924","Lacey",62,0.27
"1924","Lesley",14,0.14
"1924","Marlowe",80,0.39
"1924","Shelby",2,0.05
"1924","Lauren",3,0.07
"1924","Lindy",16,0.47
"1924","Reese",59,0.08
"1924","Shelley",52,0.25
"1924","Berlin",28,0.12
"1924","Hilary",9,0.08
"1924","Lindsey",7,0.08
"1925","Jean",68,0.97
"1925","Beverly",44,0.97
"1925","Frankie",89,0.79
"1925","Lou",79,0.9
"1925","Robbie",71,0.9
"1925","Alpha",72,0.84
"1925","Lavon",50,0.76
"1925","Leslie",4,0.08
"1925","Artie",86,0.69
"1925","Donnie",83,0.6
"1925","Lynn",46,0.17
"1925","Meredith",94,0.5
"1925","Gerry",56,0.76
"1925","Sidney",84,0.03
"1925","Robin",85,0.45
"1925","Dee",65,0.23
"1925","Rosario",63,0.25
"1925","Clair",24,0.09
"1925","Lacy",18,0.2
"1925","Jan",30,0.52
"1925","Gale",67,0.12
"1925","Aubrey",1,0.05
"1925","Sydney",8,0.15
"1925","Charley",29,0.05
"1925","Tracy",40,0.21
"1925","Allison",37,0.19
"1925","Ivey",81,0.39
"1925","Kelly",10,0.11
"1925","Sandy",15,0.17
"1925","Carlie",64,0.29
"1925","Corliss",82,0.66
"1925","Arlyn",61,0.33
"1925","Jacque",97,0.28
"1925","Jodie",70,0.25
"1925","Lesley",14,0.19
"1925","Courtney",41,0.19
"1925","Hollie",48,0.32
"1925","Shannon",47,0.32
"1925","Stacy",27,0.23
"1925","Avery",91,0.1
"1925","Michele",75,0.32
"1925","Carman",73,0.26
"1925","Sherrill",93,0.27
"1925","Leigh",25,0.18
"1925","Shelby",2,0.06
"1925","Lacey",62,0.33
"1925","Lindy",16,0.42
"1925","Christy",34,0.19
"1925","Bailey",22,0.15
"1925","Shelley",52,0.25
"1925","Waverly",31,0.17
"1925","Deon",77,0.43
"1925","Emery",45,0.02
"1926","Jean",68,0.97
"1926","Beverly",44,0.97
"1926","Frankie",89,0.76
"1926","Lou",79,0.93
"1926","Robbie",71,0.89
"1926","Lavon",50,0.76
"1926","Leslie",4,0.08
"1926","Alpha",72,0.85
"1926","Artie",86,0.65
"1926","Donnie",83,0.62
"1926","Gerry",56,0.7
"1926","Lynn",46,0.19
"1926","Meredith",94,0.54
"1926","Sidney",84,0.05
"1926","Dee",65,0.28
"1926","Gale",67,0.15
"1926","Allison",37,0.33
"1926","Aubrey",1,0.06
"1926","Clair",24,0.09
"1926","Rosario",63,0.21
"1926","Jan",30,0.67
"1926","Corliss",82,0.76
"1926","Sydney",8,0.15
"1926","Avery",91,0.16
"1926","Sandy",15,0.2
"1926","Michele",75,0.51
"1926","Robin",85,0.22
"1926","Carlie",64,0.36
"1926","Hollie",48,0.42
"1926","Courtney",41,0.25
"1926","Arlyn",61,0.34
"1926","Lesley",14,0.28
"1926","Ivey",81,0.38
"1926","Jacque",97,0.29
"1926","Jodie",70,0.2
"1926","Lacy",18,0.1
"1926","Leigh",25,0.25
"1926","Tracy",40,0.13
"1926","Charley",29,0.03
"1926","Kelly",10,0.08
"1926","Shannon",47,0.28
"1926","Deon",77,0.61
"1926","Shelley",52,0.38
"1926","Hilary",9,0.16
"1926","Paris",21,0.22
"1926","Stacy",27,0.22
"1926","Waverly",31,0.25
"1926","Christy",34,0.15
"1926","Lindsay",13,0.15
"1926","Blair",58,0.06
"1926","Carman",73,0.17
"1926","Emery",45,0.02
"1926","Sherrill",93,0.23
"1926","Lacey",62,0.23
"1926","Shelly",38,0.15
"1927","Jean",68,0.98
"1927","Beverly",44,0.98
"1927","Frankie",89,0.72
"1927","Lou",79,0.93
"1927","Robbie",71,0.88
"1927","Alpha",72,0.83
"1927","Lavon",50,0.74
"1927","Artie",86,0.7
"1927","Lynn",46,0.21
"1927","Leslie",4,0.08
"1927","Meredith",94,0.53
"1927","Donnie",83,0.49
"1927","Gerry",56,0.71
"1927","Sidney",84,0.04
"1927","Jan",30,0.67
"1927","Rosario",63,0.26
"1927","Clair",24,0.11
"1927","Dee",65,0.26
"1927","Robin",85,0.39
"1927","Sydney",8,0.25
"1927","Gale",67,0.13
"1927","Aubrey",1,0.06
"1927","Lindy",16,0.1
"1927","Allison",37,0.25
"1927","Ivey",81,0.44
"1927","Jacque",97,0.42
"1927","Arlyn",61,0.46
"1927","Lacy",18,0.14
"1927","Hollie",48,0.31
"1927","Sandy",15,0.16
"1927","Corliss",82,0.6
"1927","Tracy",40,0.16
"1927","Michele",75,0.5
"1927","Avery",91,0.11
"1927","Charley",29,0.03
"1927","Courtney",41,0.24
"1927","Jodie",70,0.22
"1927","Lesley",14,0.21
"1927","Carlie",64,0.39
"1927","Shelley",52,0.34
"1927","Shelly",38,0.36
"1927","Shelby",2,0.08
"1927","Kelly",10,0.07
"1927","Leigh",25,0.19
"1927","Arden",87,0.06
"1927","Christy",34,0.21
"1927","Shannon",47,0.23
"1927","Carman",73,0.17
"1927","Deon",77,0.6
"1927","Hilary",9,0.16
"1927","Stacy",27,0.2
"1927","Berlin",28,0.17
"1927","Emery",45,0.02
"1928","Jean",68,0.97
"1928","Beverly",44,0.98
"1928","Frankie",89,0.72
"1928","Lou",79,0.9
"1928","Robbie",71,0.87
"1928","Lavon",50,0.78
"1928","Alpha",72,0.88
"1928","Gerry",56,0.73
"1928","Lynn",46,0.19
"1928","Artie",86,0.68
"1928","Leslie",4,0.07
"1928","Meredith",94,0.51
"1928","Donnie",83,0.41
"1928","Sidney",84,0.05
"1928","Jan",30,0.59
"1928","Clair",24,0.14
"1928","Rosario",63,0.3
"1928","Dee",65,0.32
"1928","Arden",87,0.24
"1928","Gale",67,0.16
"1928","Robin",85,0.39
"1928","Sydney",8,0.21
"1928","Aubrey",1,0.06
"1928","Allison",37,0.27
"1928","Michele",75,0.55
"1928","Shelby",2,0.16
"1928","Tracy",40,0.23
"1928","Charley",29,0.05
"1928","Jacque",97,0.4
"1928","Shannon",47,0.38
"1928","Arlyn",61,0.42
"1928","Jodie",70,0.26
"1928","Lacy",18,0.14
"1928","Lindy",16,0.08
"1928","Avery",91,0.13
"1928","Courtney",41,0.26
"1928","Carlie",64,0.33
"1928","Shelley",52,0.35
"1928","Carman",73,0.41
"1928","Stacy",27,0.22
"1928","Hollie",48,0.29
"1928","Kelly",10,0.08
"1928","Sandy",15,0.13
"1928","Corliss",82,0.49
"1928","Ivey",81,0.2
"1928","Christy",34,0.18
"1928","Lindsay",13,0.11
"1928","Shelly",38,0.15
"1928","Deon",77,0.53
"1928","Leigh",25,0.1
"1928","Sheridan",60,0.14
"1928","Sherrill",93,0.16
"1928","Emery",45,0.02
"1928","Lesley",14,0.09
"1928","Marlowe",80,0.17
"1929","Jean",68,0.98
"1929","Beverly",44,0.98
"1929","Frankie",89,0.67
"1929","Lou",79,0.94
"1929","Robbie",71,0.93
"1929","Lavon",50,0.68
"1929","Lynn",46,0.2
"1929","Gerry",56,0.71
"1929","Donnie",83,0.41
"1929","Leslie",4,0.07
"1929","Artie",86,0.73
"1929","Alpha",72,0.86
"1929","Meredith",94,0.6
"1929","Arden",87,0.38
"1929","Sidney",84,0.05
"1929","Robin",85,0.43
"1929","Jan",30,0.61
"1929","Dee",65,0.27
"1929","Clair",24,0.1
"1929","Sydney",8,0.26
"1929","Gale",67,0.14
"1929","Aubrey",1,0.06
"1929","Rosario",63,0.23
"1929","Sandy",15,0.22
"1929","Shannon",47,0.56
"1929","Charley",29,0.05
"1929","Lacy",18,0.14
"1929","Carman",73,0.56
"1929","Hollie",48,0.38
"1929","Jacque",97,0.41
"1929","Jodie",70,0.25
"1929","Avery",91,0.12
"1929","Lindy",16,0.14
"1929","Allison",37,0.21
"1929","Lesley",14,0.23
"1929","Shelley",52,0.51
"1929","Sherrill",93,0.26
"1929","Christy",34,0.27
"1929","Kelly",10,0.07
"1929","Michele",75,0.45
"1929","Stacy",27,0.24
"1929","Arlyn",61,0.22
"1929","Carlie",64,0.32
"1929","Courtney",41,0.14
"1929","Shelby",2,0.08
"1929","Leigh",25,0.22
"1929","Corliss",82,0.39
"1929","Deon",77,0.42
"1929","Emery",45,0.03
"1929","Ivey",81,0.21
"1929","Tracy",40,0.09
"1929","Hilary",9,0.09
"1929","Kendall",35,0.07
"1930","Jean",68,0.98
"1930","Beverly",44,0.98
"1930","Frankie",89,0.67
"1930","Lou",79,0.94
"1930","Robbie",71,0.91
"1930","Lynn",46,0.25
"1930","Lavon",50,0.7
"1930","Leslie",4,0.09
"1930","Gerry",56,0.67
"1930","Donnie",83,0.37
"1930","Artie",86,0.66
"1930","Meredith",94,0.58
"1930","Arden",87,0.39
"1930","Alpha",72,0.79
"1930","Jan",30,0.67
"1930","Clair",24,0.14
"1930","Robin",85,0.41
"1930","Sidney",84,0.04
"1930","Dee",65,0.33
"1930","Rosario",63,0.34
"1930","Gale",67,0.12
"1930","Sydney",8,0.26
"1930","Aubrey",1,0.06
"1930","Jacque",97,0.55
"1930","Arlyn",61,0.36
"1930","Tracy",40,0.24
"1930","Carlie",64,0.38
"1930","Allison",37,0.26
"1930","Deon",77,0.71
"1930","Jodie",70,0.24
"1930","Shannon",47,0.57
"1930","Shelley",52,0.43
"1930","Courtney",41,0.26
"1930","Sandy",15,0.15
"1930","Christy",34,0.34
"1930","Kelly",10,0.1
"1930","Leigh",25,0.26
"1930","Carman",73,0.31
"1930","Hollie",48,0.33
"1930","Lacy",18,0.1
"1930","Charley",29,0.04
"1930","Ivey",81,0.23
"1930","Sherrill",93,0.2
"1930","Hilary",9,0.18
"1930","Lesley",14,0.16
"1930","Avery",91,0.06
"1930","Corliss",82,0.49
"1930","Shelly",38,0.21
"1930","Lindy",16,0.08
"1930","Michele",75,0.31
"1930","Paris",21,0.19
"1930","Lacey",62,0.31
"1930","Marlowe",80,0.19
"1930","Stacy",27,0.12
"1931","Jean",68,0.97
"1931","Beverly",44,0.99
"1931","Frankie",89,0.65
"1931","Lou",79,0.92
"1931","Robbie",71,0.89
"1931","Lynn",46,0.29
"1931","Gerry",56,0.67
"1931","Lavon",50,0.76
"1931","Donnie",83,0.32
"1931","Jan",30,0.67
"1931","Leslie",4,0.08
"1931","Alpha",72,0.81
"1931","Artie",86,0.81
"1931","Meredith",94,0.5
"1931","Arden",87,0.31
"1931","Sidney",84,0.05
"1931","Sydney",8,0.35
"1931","Robin",85,0.38
"1931","Dee",65,0.26
"1931","Shelley",52,0.74
"1931","Clair",24,0.11
"1931","Rosario",63,0.28
"1931","Shannon",47,0.53
"1931","Gale",67,0.1
"1931","Jacque",97,0.46
"1931","Sherrill",93,0.29
"1931","Lacy",18,0.17
"1931","Leigh",25,0.32
"1931","Allison",37,0.27
"1931","Tracy",40,0.19
"1931","Aubrey",1,0.04
"1931","Arlyn",61,0.27
"1931","Charley",29,0.05
"1931","Jodie",70,0.3
"1931","Stacy",27,0.28
"1931","Avery",91,0.12
"1931","Carman",73,0.43
"1931","Shelby",2,0.09
"1931","Carlie",64,0.29
"1931","Deon",77,0.66
"1931","Shelly",38,0.38
"1931","Corliss",82,0.64
"1931","Kelly",10,0.06
"1931","Lesley",14,0.26
"1931","Marlo",98,0.39
"1931","Michele",75,0.53
"1931","Sandy",15,0.1
"1931","Hollie",48,0.24
"1931","Paris",21,0.2
"1931","Hilary",9,0.11
"1931","Ivey",81,0.27
"1931","Christy",34,0.15
"1931","Lindy",16,0.09
"1932","Jean",68,0.98
"1932","Beverly",44,0.98
"1932","Frankie",89,0.64
"1932","Lou",79,0.92
"1932","Robbie",71,0.89
"1932","Lynn",46,0.32
"1932","Gerry",56,0.67
"1932","Lavon",50,0.72
"1932","Jan",30,0.71
"1932","Donnie",83,0.26
"1932","Leslie",4,0.07
"1932","Alpha",72,0.76
"1932","Meredith",94,0.61
"1932","Artie",86,0.68
"1932","Sydney",8,0.42
"1932","Dee",65,0.37
"1932","Robin",85,0.45
"1932","Sidney",84,0.05
"1932","Arden",87,0.29
"1932","Gale",67,0.15
"1932","Clair",24,0.12
"1932","Jacque",97,0.58
"1932","Sandy",15,0.26
"1932","Michele",75,0.7
"1932","Rosario",63,0.28
"1932","Shelley",52,0.57
"1932","Shannon",47,0.48
"1932","Lacy",18,0.17
"1932","Allison",37,0.33
"1932","Jodie",70,0.35
"1932","Aubrey",1,0.04
"1932","Deon",77,0.7
"1932","Charley",29,0.06
"1932","Sherrill",93,0.25
"1932","Shelby",2,0.14
"1932","Shelly",38,0.42
"1932","Arlyn",61,0.27
"1932","Carman",73,0.51
"1932","Hollie",48,0.29
"1932","Kelly",10,0.11
"1932","Carlie",64,0.34
"1932","Corliss",82,0.53
"1932","Courtney",41,0.25
"1932","Tracy",40,0.12
"1932","Ivey",81,0.26
"1932","Leigh",25,0.25
"1932","Lindy",16,0.2
"1932","Hilary",9,0.23
"1932","Waverly",31,0.24
"1932","Christy",34,0.21
"1932","Marlowe",80,0.3
"1932","Marlen",54,0.33
"1932","Lesley",14,0.14
"1933","Jean",68,0.98
"1933","Beverly",44,0.99
"1933","Frankie",89,0.65
"1933","Lou",79,0.93
"1933","Robbie",71,0.89
"1933","Lynn",46,0.35
"1933","Lavon",50,0.69
"1933","Leslie",4,0.09
"1933","Gerry",56,0.59
"1933","Jan",30,0.57
"1933","Sydney",8,0.55
"1933","Donnie",83,0.24
"1933","Alpha",72,0.83
"1933","Meredith",94,0.62
"1933","Sidney",84,0.07
"1933","Artie",86,0.63
"1933","Dee",65,0.38
"1933","Robin",85,0.45
"1933","Gale",67,0.15
"1933","Sherrill",93,0.48
"1933","Arden",87,0.24
"1933","Jacque",97,0.63
"1933","Sandy",15,0.29
"1933","Shannon",47,0.45
"1933","Michele",75,0.69
"1933","Shelley",52,0.71
"1933","Clair",24,0.1
"1933","Deon",77,0.73
"1933","Rosario",63,0.25
"1933","Lacy",18,0.22
"1933","Arlyn",61,0.32
"1933","Aubrey",1,0.05
"1933","Shelby",2,0.13
"1933","Lesley",14,0.32
"1933","Allison",37,0.27
"1933","Carlie",64,0.45
"1933","Ivey",81,0.38
"1933","Hollie",48,0.35
"1933","Kelly",10,0.09
"1933","Tracy",40,0.14
"1933","Jodie",70,0.21
"1933","Avery",91,0.09
"1933","Charley",29,0.03
"1933","Carman",73,0.31
"1933","Christy",34,0.27
"1933","Corliss",82,0.53
"1933","Leigh",25,0.26
"1933","Marlen",54,0.41
"1933","Lindy",16,0.27
"1933","Hilary",9,0.13
"1933","Lacey",62,0.22
"1933","Shelly",38,0.28
"1933","Stacy",27,0.12
"1933","Blair",58,0.06
"1933","Lauren",3,0.09
"1934","Jean",68,0.98
"1934","Beverly",44,0.99
"1934","Frankie",89,0.63
"1934","Lou",79,0.96
"1934","Lynn",46,0.35
"1934","Robbie",71,0.83
"1934","Jan",30,0.52
"1934","Lavon",50,0.73
"1934","Meredith",94,0.69
"1934","Gerry",56,0.54
"1934","Leslie",4,0.09
"1934","Donnie",83,0.22
"1934","Sydney",8,0.56
"1934","Alpha",72,0.86
"1934","Artie",86,0.65
"1934","Gale",67,0.23
"1934","Sidney",84,0.08
"1934","Dee",65,0.37
"1934","Robin",85,0.4
"1934","Sherrill",93,0.58
"1934","Arden",87,0.22
"1934","Jacque",97,0.76
"1934","Shannon",47,0.54
"1934","Sandy",15,0.31
"1934","Rosario",63,0.47
"1934","Shelley",52,0.6
"1934","Clair",24,0.11
"1934","Allison",37,0.34
"1934","Deon",77,0.63
"1934","Lesley",14,0.35
"1934","Arlyn",61,0.29
"1934","Michele",75,0.81
"1934","Jodie",70,0.39
"1934","Aubrey",1,0.04
"1934","Shelby",2,0.11
"1934","Shelly",38,0.4
"1934","Tracy",40,0.14
"1934","Charley",29,0.05
"1934","Courtney",41,0.26
"1934","Ivey",81,0.36
"1934","Carman",73,0.36
"1934","Avery",91,0.1
"1934","Kelly",10,0.07
"1934","Lacy",18,0.1
"1934","Stacy",27,0.28
"1934","Carlie",64,0.3
"1934","Christy",34,0.27
"1934","Corliss",82,0.66
"1934","Hollie",48,0.32
"1934","Leigh",25,0.19
"1934","Marlo",98,0.27
"1934","Marlowe",80,0.24
"1934","Waverly",31,0.26
"1934","Marlen",54,0.23
"1934","Stevie",33,0.38
"1935","Jean",68,0.98
"1935","Beverly",44,0.99
"1935","Frankie",89,0.65
"1935","Lou",79,0.95
"1935","Lynn",46,0.38
"1935","Robbie",71,0.87
"1935","Jan",30,0.49
"1935","Leslie",4,0.12
"1935","Gerry",56,0.54
"1935","Meredith",94,0.66
"1935","Donnie",83,0.23
"1935","Gale",67,0.33
"1935","Lavon",50,0.69
"1935","Sherrill",93,0.61
"1935","Sydney",8,0.54
"1935","Sidney",84,0.09
"1935","Alpha",72,0.82
"1935","Artie",86,0.62
"1935","Shelby",2,0.35
"1935","Dee",65,0.38
"1935","Sandy",15,0.49
"1935","Robin",85,0.41
"1935","Jacque",97,0.82
"1935","Shelley",52,0.74
"1935","Rosario",63,0.49
"1935","Arden",87,0.24
"1935","Shannon",47,0.52
"1935","Allison",37,0.4
"1935","Lesley",14,0.43
"1935","Clair",24,0.09
"1935","Tracy",40,0.2
"1935","Arlyn",61,0.34
"1935","Aubrey",1,0.05
"1935","Charley",29,0.07
"1935","Christy",34,0.45
"1935","Shelly",38,0.4
"1935","Lacy",18,0.14
"1935","Deon",77,0.69
"1935","Carman",73,0.46
"1935","Carlie",64,0.36
"1935","Jodie",70,0.27
"1935","Kelly",10,0.09
"1935","Hilary",9,0.22
"1935","Ivey",81,0.35
"1935","Avery",91,0.14
"1935","Leigh",25,0.16
"1935","Corliss",82,0.47
"1935","Courtney",41,0.15
"1935","Hollie",48,0.16
"1935","Marlo",98,0.2
"1935","Karon",5,0.54
"1935","Lauren",3,0.09
"1935","Lindy",16,0.2
"1935","Blair",58,0.07
"1936","Beverly",44,0.99
"1936","Jean",68,0.98
"1936","Shelby",2,0.88
"1936","Frankie",89,0.62
"1936","Lou",79,0.95
"1936","Lynn",46,0.38
"1936","Robbie",71,0.85
"1936","Jan",30,0.45
"1936","Leslie",4,0.12
"1936","Meredith",94,0.7
"1936","Donnie",83,0.22
"1936","Gerry",56,0.51
"1936","Lavon",50,0.72
"1936","Sherrill",93,0.64
"1936","Gale",67,0.33
"1936","Sydney",8,0.54
"1936","Sidney",84,0.08
"1936","Alpha",72,0.84
"1936","Dee",65,0.41
"1936","Robin",85,0.46
"1936","Artie",86,0.64
"1936","Sandy",15,0.45
"1936","Jacque",97,0.75
"1936","Shelley",52,0.66
"1936","Rosario",63,0.45
"1936","Michele",75,0.8
"1936","Arden",87,0.21
"1936","Shannon",47,0.47
"1936","Allison",37,0.39
"1936","Clair",24,0.08
"1936","Jodie",70,0.46
"1936","Shelly",38,0.38
"1936","Arlyn",61,0.27
"1936","Lesley",14,0.36
"1936","Sheridan",60,0.34
"1936","Lindy",16,0.66
"1936","Lacy",18,0.15
"1936","Lindsay",13,0.25
"1936","Avery",91,0.18
"1936","Ivey",81,0.39
"1936","Aubrey",1,0.03
"1936","Carlie",64,0.38
"1936","Christy",34,0.43
"1936","Kelly",10,0.09
"1936","Hollie",48,0.37
"1936","Charley",29,0.04
"1936","Courtney",41,0.25
"1936","Deon",77,0.5
"1936","Hilary",9,0.24
"1936","Leigh",25,0.14
"1936","Marlen",54,0.28
"1936","Tracy",40,0.09
"1936","Stacy",27,0.13
"1936","Carman",73,0.28
"1936","Waverly",31,0.2
"1936","Whitney",23,0.24
"1936","Corliss",82,0.41
"1936","Lacey",62,0.23
"1937","Beverly",44,0.99
"1937","Jean",68,0.98
"1937","Shelby",2,0.91
"1937","Frankie",89,0.6
"1937","Lou",79,0.95
"1937","Lynn",46,0.41
"1937","Robbie",71,0.89
"1937","Jan",30,0.49
"1937","Leslie",4,0.12
"1937","Donnie",83,0.2
"1937","Meredith",94,0.74
"1937","Gerry",56,0.47
"1937","Gale",67,0.34
"1937","Dee",65,0.55
"1937","Lavon",50,0.75
"1937","Sandy",15,0.58
"1937","Sherrill",93,0.67
"1937","Sydney",8,0.49
"1937","Robin",85,0.46
"1937","Alpha",72,0.83
"1937","Sidney",84,0.06
"1937","Artie",86,0.61
"1937","Shannon",47,0.64
"1937","Rosario",63,0.48
"1937","Shelley",52,0.67
"1937","Jacque",97,0.71
"1937","Arden",87,0.25
"1937","Lesley",14,0.48
"1937","Clair",24,0.13
"1937","Shelly",38,0.51
"1937","Allison",37,0.36
"1937","Arlyn",61,0.38
"1937","Aubrey",1,0.05
"1937","Lacy",18,0.16
"1937","Jodie",70,0.35
"1937","Tracy",40,0.16
"1937","Deon",77,0.59
"1937","Kelly",10,0.1
"1937","Stacy",27,0.28
"1937","Charley",29,0.06
"1937","Sheridan",60,0.32
"1937","Courtney",41,0.21
"1937","Hilary",9,0.3
"1937","Leigh",25,0.17
"1937","Carlie",64,0.33
"1937","Corliss",82,0.43
"1937","Hollie",48,0.32
"1937","Marlen",54,0.43
"1937","Marlowe",80,0.39
"1937","Blair",58,0.14
"1937","Lindsay",13,0.16
"1937","Lindy",16,0.42
"1937","Ivey",81,0.26
"1937","Kendall",35,0.08
"1937","Lindsey",7,0.1
"1937","Christy",34,0.27
"1937","Whitney",23,0.19
"1937","Carman",73,0.2
"1937","Jaime",74,0.14
"1937","Morgan",12,0.05
"1937","Waverly",31,0.18
"1938","Beverly",44,0.99
"1938","Jean",68,0.98
"1938","Shelby",2,0.89
"1938","Lynn",46,0.47
"1938","Lou",79,0.95
"1938","Frankie",89,0.59
"1938","Robbie",71,0.87
"1938","Jan",30,0.46
"1938","Meredith",94,0.71
"1938","Sandy",15,0.72
"1938","Leslie",4,0.12
"1938","Gerry",56,0.51
"1938","Dee",65,0.56
"1938","Gale",67,0.34
"1938","Sherrill",93,0.71
"1938","Donnie",83,0.18
"1938","Lavon",50,0.73
"1938","Robin",85,0.45
"1938","Sidney",84,0.09
"1938","Sydney",8,0.54
"1938","Artie",86,0.65
"1938","Alpha",72,0.8
"1938","Rosario",63,0.54
"1938","Shannon",47,0.57
"1938","Michele",75,0.81
"1938","Jacque",97,0.73
"1938","Lesley",14,0.49
"1938","Shelley",52,0.69
"1938","Shelly",38,0.54
"1938","Allison",37,0.45
